期号,开奖时间,开奖结果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,红球,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,绿球,,,,,,,,,,,
2016058,2016-05-21(六),,2,,,,,,,,,,,,,15,,17,,,,,,23,,,,,28,,,,,,,,,,,,5,,,,9,,,
2016059,2016-05-23(一),,2,,,,,,,,10,,,,,,,,,,,,,,,,,27,28,,,,,33,,,,,,,5,,7,,,,,
2016060,2016-05-25(三),,2,,,,6,,,,,,,,,,,,,,,,22,,,,,27,,,,,,,34,,,,,,,,,8,,,11,
2016061,2016-05-28(六),,,,,,,,,9,,,,,,15,,17,,,,21,,23,,,,,,,,,,,,,,,,,,,7,,,,,12
2016062,2016-05-30(一),,2,,,,,,,,10,,,,14,15,,,,,,,,,,,,,,,,,,,,35,1,,,,,,,,9,,,
2016063,2016-06-01(三),,,,,,,,8,,,,12,,,,,,,,,,22,,,,,27,,,,,,,,35,,,,,5,,,,9,,,
2016064,2016-06-04(六),1,2,,,,,,,,10,,,,,,,,18,,,,,,,,,,,,,,,,,35,,,,,5,,,,,,11,
2016065,2016-06-06(一),1,,,,,,,,9,,,,,,,,,18,,,,22,,24,,,,,,,,,,,,,,,,,,,,,,11,12
2016066,2016-06-08(三),,,,,,,,,,10,,,,,,,,,,,,,,,,,,28,29,,31,,33,,,,,,,5,,,,,,11,
2016067,2016-06-11(六),,2,,,,,,8,,,11,,13,,,,,,19,,,,,,,,,,,,,,,,,,2,,,,,,8,,,,
2016068,2016-06-13(一),,,,,5,,7,,,,,,,,,,,,,,,22,,,,26,,,,,,,,34,,,,,,,,7,,,,,12
2016069,2016-06-15(三),,,,,,,,,,,,,,14,,,17,,19,,,,23,,,,,,,30,,,,,,,2,,,,,,,9,,,
2016070,2016-06-18(六),,2,,,,,,,9,,,,13,,,,,,19,,,,23,,,,,,,,,,,,,,,,,5,,7,,,,,
2016071,2016-06-20(一),,,,,,,,8,,,,,,,15,,,,19,20,,,,,,,,,,,,,33,,,,,,,,,7,,,,,12
2016072,2016-06-22(三),,,,,,,,,,,,,,,,16,,,,20,,,,24,,26,,,,,31,,,,,,,,4,,,,,9,,,
2016073,2016-06-25(六),,,,,,,7,,,,,,,14,,,17,,,,,,,24,,,27,,,,,,,,,,,,,,,,8,,10,,
2016074,2016-06-27(一),1,,,,5,,7,,,,11,,,14,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,8,,,,
2016075,2016-06-29(三),,,3,,,,7,,,,,,,,,,17,,,,,22,,,,,,,,,31,,,,,,,,,,,,8,,,,12
2016076,2016-07-02(六),,,3,,,,,8,,10,,,,,,,17,,,,,,,,,,,,,,31,,,,,,,,,5,6,,,,,,
2016077,2016-07-04(一),,,,,,,,,9,,11,,,14,,16,,,,,,,,,,,,,,,,,,,35,,2,,,5,,,,,,,
2016078,2016-07-06(三),,,,,,,7,,,,,,,,,,,18,,,,,,,,,,,29,,31,,,,35,,,,,5,,,,,,11,
2016079,2016-07-09(六),,,,,,,7,,,,,,,14,15,,,,,20,,,,,,,27,,,,,,,,,,,,,5,,,,,10,,
2016080,2016-07-11(一),,,,,,,,,,,,,,,15,,,,,20,,,,,,,,,29,30,,,33,,,,,,,,,7,,,,,12
2016081,2016-07-13(三),,,,,,6,7,,,,,,,,,,,18,,,21,,,,,,,,,,,,33,,,,,3,,,,,8,,,,
2016082,2016-07-16(六),,,3,,,,,8,,,,,,,,,,,,,,,23,,,,,28,29,,,,,,,,2,,,,,7,,,,,
2016083,2016-07-18(一),1,,,,5,,,,9,,,,,,,,,,,,,,,,,,,,,,,,33,,35,1,,,,5,,,,,,,
2016084,2016-07-20(三),,,,,,,,8,,,,12,,,15,,,,,,,,,,,26,,,,,,,,,35,1,,,,,,,8,,,,
2016085,2016-07-23(六),,,,,,,,,,,,,,14,15,,,,,,,,,,,,27,,,,31,32,,,,1,,,,,,7,,,,,
2016086,2016-07-25(一),,,3,,5,,,,,,,,,,,,,,,,,22,,,25,,,,,30,,,,,,,,,,,,7,,9,,,
2016087,2016-07-27(三),,,3,,,,,,,,,,,,,16,17,,,,,,23,,25,,,,,,,,,,,,,,,,,7,,9,,,
2016088,2016-07-30(六),,,,4,,6,,,,,,,,,,,17,,,,21,,,,,,,,,30,,,,,,,,,,,6,,,,,11,
2016089,2016-08-01(一),,,,,,,7,,,,,,,14,,,17,,,,,,,,,,,28,,,,,,34,,,,,,,,7,,,10,,
2016090,2016-08-03(三),,,,4,,6,,8,,,,,,,,,,,,,,,,,,,,28,,,,32,,,,,,,,,,7,,,,,12
2016091,2016-08-06(六),,,,,,,,8,,,,,13,,,,17,,,,21,22,,,,,,,,,,,,,,,2,,,,,,8,,,,
2016092,2016-08-08(一),,2,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,31,,33,34,,,,,,,,7,,,,11,
2016093,2016-08-10(三),1,,,,,,,8,,,,,,14,,,,,,,,,,,,,,,,30,,,,,35,,,,,,6,7,,,,,
2016094,2016-08-13(六),1,,,,,,,,,,,,,14,,16,17,18,,,,,,,,,,,,,,,,,,,,,,5,,7,,,,,
2016095,2016-08-15(一),,,,,,,,8,,,,12,,,,,,18,19,,21,,,,,,,,,,,,,,,,,3,,,6,,,,,,
2016096,2016-08-17(三),1,,,,,6,,8,,,,12,,,,,,,,,21,,,,,,,,,,,,,,,,,,,5,,,,,10,,
2016097,2016-08-20(六),,,,,,6,,8,,,,,,,,,,18,,,,,,,,,,,,,31,,33,,,,,,,,,,,,10,,12
2016098,2016-08-22(一),,,,,,,,8,9,,11,,,,,,,,,20,,,,,,,,,29,,,,,,,,,,4,5,,,,,,,
2016099,2016-08-24(三),,,3,4,,,,,,,,12,,14,,,,,,,,,,,,,27,,,,,,,,,1,,,,5,,,,,,,
2016100,2016-08-27(六),,,,,,,,8,,,,12,,,,,,,19,,,,,,,26,,,,30,,,,,,,2,,,,,,,,,,12
2016101,2016-08-29(一),,,,4,,6,,,,,,,,,,,,,,,,,,,,,,28,,,,,33,,35,,,,,,,7,,,,,12
2016102,2016-08-31(三),,,3,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,35,,,3,,,,,,,,,12
2016103,2016-09-03(六),,,,,5,,,,,,,,,14,,,,,,20,,,23,,,,,,29,,,,,,,,,3,,,,,,,,11,
2016104,2016-09-05(一),1,,,,,,,,,,,,,,,,,,,20,,22,23,,,,,,,30,,,,,,,,,,,6,7,,,,,
2016105,2016-09-07(三),,,,,,,,8,,,11,,,,,,,,,,,,,,,,,,,,31,,,34,35,1,2,,,,,,,,,,
2016106,2016-09-10(六),,,3,,,,,,,,,,,,,,,,,,21,,,,,,,,,30,,,33,,35,1,,,4,,,,,,,,
2016107,2016-09-12(一),,2,,,,6,,,,,,,,,,,,,19,,,,,24,,26,,,,,,,,,,,,,4,,6,,,,,,
2016108,2016-09-14(三),,,,,,,,,,10,,,,,,,17,,,,,22,23,,25,,,,,,,,,,,,,,,,,7,,9,,,
2016109,2016-09-17(六),,,3,,,,,,,,,,,,,,,,,,,,,,25,,,28,,,31,,,34,,,,,,,,,,,,11,12
2016110,2016-09-19(一),,,,,,,7,,,,,,,,,,,,,20,21,,23,,,,,,,30,,,,,,,,,,,,7,,,10,,
2016111,2016-09-21(三),,,,4,,,,,9,,,,,,,,,,,,,22,,,,26,27,,,,,,,,,,2,,,,,,,,,,12
2016112,2016-09-24(六),,,,,,,7,,,,,,,,,,,,,,,22,23,,,,,,,,31,32,,,,,,,4,5,,,,,,,
2016113,2016-09-26(一),,,,,,,,,,10,11,,,,,,17,,,,,,,,,,,,,30,,,,34,,,,3,,,,,,,,,12
2016114,2016-09-28(三),,,,,,,,,,,,,,,,16,17,,,20,,,,,,,,,,,,32,33,,,,,3,,,,7,,,,,
2016115,2016-10-01(六),1,,,4,,,,,,,,,,,15,,,,,,,,,,,,,,,,31,,,34,,,2,,,,,,,,,11,
2016116,2016-10-03(一),,,,4,,6,,8,,,,,,,,,,,19,,,,,,,,,,,,,,,34,,,,,,,,,,,10,,12
2016117,2016-10-05(三),,,3,,,,,,9,,,,,14,,16,,,,,,,23,,,,,,,,,,,,,,2,,,,,,,9,,,
2016118,2016-10-08(六),,,,,,,,,,,,12,,,15,,,18,,,,,,24,,,,,29,,,,,,,,,3,,,,,,,,11,
2016119,2016-10-10(一),,2,3,,,,,,9,,,,,,,,,,,,21,22,,,,,,,,,,,,,,,,,,5,,,,,10,,
2016120,2016-10-12(三),,,3,,,,,,,10,,,,,,,,,,20,,,,,,,,,,,,32,,34,,,,,4,,,7,,,,,
2016121,2016-10-15(六),,,,4,5,,,8,,,,,,,15,,,,,20,,,,,,,,,,,,,,,,1,,,,,6,,,,,,
2016122,2016-10-17(一),1,,3,,,,,,,,,12,,14,,,,,,,,,,,,,,,29,,,,,,,,2,,,,6,,,,,,
2016123,2016-10-19(三),,,,4,5,,,,,,,,13,,,,,,,20,,,,,,,,,,,,32,,,,1,,,,,,,,,10,,
2016124,2016-10-22(六),,,,4,,,,,,,,,13,,,,,,,,,,,24,,26,,,29,,,,,,,,,,,,,,8,,,11,
2016125,2016-10-24(一),,,,,,6,7,8,,,,,,,,,,,,,,,,,,,,28,,30,,,,,,1,2,,,,,,,,,,
2016126,2016-10-26(三),,,,,,,,,,,11,,13,,,16,,,19,,,,,24,,,,,,,,,,,,,,,,,6,,8,,,,
2016127,2016-10-29(六),1,,,,5,,,,,,,,,,15,,,,,,,,,24,,26,,,,,,,,,,,,,,,,,,9,10,,
2016128,2016-10-31(一),,,,,,,,,,,,,,,,,17,,,20,,22,,,,,,,,30,,,33,,,,,,,,,7,8,,,,
2016129,2016-11-02(三),,,,,,,7,8,,,,,,,,,,,19,,,,,,,,,,,30,,,,,35,,,,,,,,8,9,,,
2016130,2016-11-05(六),,,,,,,,,,,11,,,,,,,,,,,,23,,,,,,,,,32,33,34,,1,,,,,,,,,,,12
2016131,2016-11-07(一),,,,,,6,,,,,,,13,,,,,,,,,,,,25,,,28,,30,,,,,,,2,,,,,7,,,,,
2016132,2016-11-09(三),,,,4,,,,,,,,,,,,,,18,19,,,22,,,,,,,,,,,,,35,1,2,,,,,,,,,,
2016133,2016-11-12(六),1,,,4,5,,,,,,,,,,,,,,,,,,23,,,,,28,,,,,,,,,,,,5,,,,9,,,
2016134,2016-11-14(一),1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,32,,34,,,2,,,,,7,,,,,
2016135,2016-11-16(三),1,,,,,,,,,10,,12,,,,,,18,,,,,,,,,,,,,,,,,35,1,,,,,,,,,,,12
2016136,2016-11-19(六),,,,,5,6,7,,,,,,,,,,,,19,,,,23,,,,,,,,,,,,,,,,4,,,,,,,11,
2016137,2016-11-21(一),,,,,,,7,,,,,,,,,,,,,20,,,23,,,,,,29,,,,,34,,,2,,,,,,,,10,,
2016138,2016-11-23(三),,,,,,,,,,,,12,13,,,16,,,,,,,,,,,,,29,,,,,,35,,,,,5,,,,,,11,
2016139,2016-11-26(六),,,,,,,,,,,,,13,,,,,,,,21,,,,,,,,,30,31,,,,35,1,,,,,,,8,,,,
2016140,2016-11-28(一),,,,,,,,,,,,12,,,,16,,,,,,,23,,,,,,29,,,,,34,,,,,4,,,,,,,11,
2016141,2016-11-30(三),,2,,,,6,7,,,,,,,,,,,,19,,,,,,,,,28,,,,,,,,,,,,,,,,,,11,12
2016142,2016-12-03(六),1,,,,,6,,,,,,,,,,,17,,,,,,23,,,26,,,,,,,,,,,,,,,6,,,,,,12
2016143,2016-12-05(一),,,,4,,6,,,,,,,,,,,,,,,,22,,,,,27,,,,31,,,,,,,,,,6,7,,,,,
2016144,2016-12-07(三),,,,4,5,,,,,,,,13,,,,,,,,,22,,,,,,,,,31,,,,,,,,,5,,,,,10,,
2016145,2016-12-10(六),1,,,,,,,,9,,11,,,,,,17,,,,,,,,,,,28,,,,,,,,,,3,,,,,8,,,,
2016146,2016-12-12(一),,,,,,,,,,,,,,,,,,,,,21,22,,,25,,,,29,,,,,34,,1,,,,,,,,,,11,
2016147,2016-12-14(三),,,,,,,7,,,,,,,,,,,,19,20,,,,,,,,28,,30,,,,,,,,,4,,,,,,,,12
2016148,2016-12-17(六),,,,,5,,,,,,,,,14,15,,,,,,,,23,,25,,,,,,,,,,,,,,,,6,,8,,,,
2016149,2016-12-19(一),1,2,3,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,33,,,,,,4,,,,,9,,,
2016150,2016-12-21(三),1,,,,,,,,,10,,,,,,,,18,,,,,,24,,,,,29,,,,,,,,,,,,,7,,,10,,
2016151,2016-12-24(六),,,,4,,,7,,,,11,,,14,,,,,,,21,,,,,,,,,,,,,,,,,,,5,,,,,,,12
2016152,2016-12-26(一),,,,,,,,8,,,,,,,,,17,,,,,22,,24,,,,,,30,,,,,,,,,,5,,,,,,11,
2016153,2016-12-28(三),,,,,,,,,,,,,13,,,,,18,,,,,,,25,,,,29,,,,,,35,,,3,,,,,,,,11,
2016154,2016-12-31(六),,,,,,6,,,,,,,,,,16,17,,,,21,,,,,,,,29,,,,,,,,,,4,,6,,,,,,
2017001,2017-01-02(一),,,,,,,7,,9,,,,,,,,,,,20,,,,,,,,,,,31,,33,,,,,,,,,,8,,10,,
2017002,2017-01-04(三),,,,,,,7,,,,,12,,14,,,,,,,,,,,,,,,,,31,,,34,,,,,,,,,,9,,11,
2017003,2017-01-07(六),,,3,,5,6,,,,,,,13,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,9,,,12
2017004,2017-01-09(一),,,,,5,,,8,,,11,,,,,,,,,,,,,,,,,28,,,31,,,,,,,,,,6,7,,,,,
2017005,2017-01-11(三),,,,,5,,,,9,,,,,,,,,,,20,,,,,,26,,,,,,,,,35,,2,,,,,,,,,11,
2017006,2017-01-14(六),,,,4,,6,,,,,,,,,,,,,,,,,23,,,,,,,,,32,33,,,,,,,5,6,,,,,,
2017007,2017-01-16(一),,,,,,,,8,,,11,,,,,,17,,,,,,,,25,,27,,,,,,,,,,2,,4,,,,,,,,
2017008,2017-01-18(三),,,3,4,,,,,9,,,,,,,,,,,,,,,,25,,,,,,,32,,,,,2,,4,,,,,,,,
2017009,2017-01-21(六),,,,,5,6,,8,,,,12,,,,,,,,,,22,,,,,,,,,,,,,,,,3,4,,,,,,,,
2017010,2017-01-23(一),,,,4,,,,,,10,,,13,,,,,18,,,,,,,,,,,,,,,,,35,1,2,,,,,,,,,,
2017011,2017-01-25(三),,,,,5,,,,,,,,,,15,,,,,,21,,,,,,,,29,,,,,34,,,,,,,6,,,9,,,
2017012,2017-02-04(六),,,,4,5,,,,,,,,,,,,,,,,,,,24,,26,,,,,,,,,35,,,,,,,7,,,,,12
2017013,2017-02-06(一),,,,,5,,,,,,,12,,,,,17,,,,,,,,,,,,,30,,,,34,,,,,,,,,,,,11,12
2017014,2017-02-08(三),,,,4,,,,8,,,,,,,15,,,,,,,,,24,25,,,,,,,,,,,,2,,,5,,,,,,,
2017015,2017-02-11(六),1,,,,,,7,,,,,,,,,,,,19,,,,,,,,27,,,,,,,34,,1,2,,,,,,,,,,
2017016,2017-02-13(一),,,3,,,,,,,,,,13,,,,,,,,,,,,,,,28,,30,,,33,,,,,,,,,,,9,10,,
2017017,2017-02-15(三),,,,4,,,,,,,,,,,,,,,19,,,,,24,,26,,,29,,,,,,,,,,4,,6,,,,,,
2017018,2017-02-18(六),,,,,,6,7,,,10,,,,,,,17,,,,,,23,,,,,,,,,,,,,1,,,,,,,,9,,,
2017019,2017-02-20(一),,2,,,,6,,,,,,,,14,,,,,,,,,23,,25,,,,,,,,,,,,2,,,,,,,,10,,
2017020,2017-02-22(三),,,,,,,,,,,,,,,,16,,,,,21,,,24,,,27,28,,,,,,,,,,,4,,,7,,,,,
2017021,2017-02-25(六),1,,,,,,,,,,,,,,15,,17,,,20,,,,,,26,,,,,,,,,,,,,,,6,,8,,,,
2017022,2017-02-27(一),,2,3,,,,,,9,,,,,,,,17,,,,,,,24,,,,,,,,,,,,,,,,,6,,,,,,12
2017023,2017-03-01(三),,,,,5,,,8,,,,12,,,,,,,,,,,,24,,,,,,,,,,34,,,,,,,,7,,,10,,
2017024,2017-03-04(六),,,,,,,,,,,,,,,,,,,,,21,,23,,,,,,29,,,32,,,35,,,,,,,,,,,11,12
2017025,2017-03-06(一),,,,,,,,,,10,,,,,,16,,,19,20,,,,,,,,,,,,,,34,,,,,4,5,,,,,,,
2017026,2017-03-08(三),,,,,,,,,,10,,,,14,,,,,19,,,,,,25,,,,,,,32,,,,,2,,,,,7,,,,,
2017027,2017-03-11(六),,,,,,,,8,,,,,,,,,17,,,,,,,,25,,,,,,,,33,34,,,,3,,,,,,,,11,
2017028,2017-03-13(一),,,,,,6,,,,,,,,,,,,18,,,,22,23,,,,,,,,,,33,,,,,,,,,,,9,,11,
2017029,2017-03-15(三),1,,,,,6,,,,,,,,14,,,17,,,,,,,,,,,,29,,,,,,,1,,,,,,,,,,11,
2017030,2017-03-18(六),,,,,,,,,,,,,,,,,,,,,21,22,,24,,,,,29,,,,,34,,,,,,5,6,,,,,,
2017031,2017-03-20(一),,2,,,,,,,,,,,,,,16,17,,,,,,,,,,,,,30,,32,,,,,2,,,,,,,9,,,
2017032,2017-03-22(三),,2,,,,,,,,,,,13,14,,,,18,,,,,,,,,,,29,,,,,,,,,3,,,,,,9,,,
2017033,2017-03-25(六),,,,,,,,,,,,,,,15,,,,,,,22,23,,25,,,,,,,,,34,,,,,,5,,,,,,11,
2017034,2017-03-27(一),,,,,,6,,,,,,12,,,,,,,,,21,,,,,26,,,29,,,,,,,,2,,,,,,,,,11,
2017035,2017-03-29(三),,,,,,,,,,,,,,14,,,17,,,,,22,,,,,,,,30,,,33,,,,,,,,,7,,,,,12
2017036,2017-04-01(六),1,,,4,,,,,9,,,,,,,,,18,,,,,,,,,,,,,,,33,,,,2,,,5,,,,,,,
2017037,2017-04-03(一),,,,,,,,,,,,,13,,15,16,,,,,,,,,,,,,,,,32,,34,,,,,,,6,,,,,11,
2017038,2017-04-05(三),,,,4,5,,,,,,,,13,,,,,18,,,,,,,,,27,,,,,,,,,,,3,,,,,,9,,,
2017039,2017-04-08(六),,,,,5,6,,,,,,,,14,,,17,,,,,,,,,26,,,,,,,,,,,,3,,,,,8,,,,
2017040,2017-04-10(一),,,,4,,6,,,,10,,,,,,,,,,,,,23,,,,,,29,,,,,,,,,,,,,,,9,,11,
2017041,2017-04-12(三),,2,,4,,6,,,,,,,,,,,,,,,,,,,25,,,,,,31,,,,,,,,,5,,,,9,,,
2017042,2017-04-15(六),,2,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,31,,33,34,,1,,,,,,7,,,,,
2017043,2017-04-17(一),,,,,,6,,,,,,,13,,,,,,,,,22,,,25,,,,,,,,,,35,,,,,,,,,9,,,12
2017044,2017-04-19(三),,,,,,,,,,,11,,,,,16,17,18,,,,,,,25,,,,,,,,,,,,2,,,,,,,9,,,
2017045,2017-04-22(六),1,,,,,,,8,,,11,,,,,,,,,,21,,,,,,,,,,,,,,35,,,,,,,,,9,,,12
2017046,2017-04-24(一),,,,4,,,,,,,,,,,,,17,,,20,,,23,,,,,,,30,,,,,,,2,3,,,,,,,,,
2017047,2017-04-26(三),,,,,,,,,,,,,,,15,,,,19,,,,,,,,,,,,,32,33,34,,,,,,,,,,9,,,12
2017048,2017-04-29(六),,,,,,,7,,9,,,,13,,15,,,,19,,,,,,,,,,,,,,,,,,,3,,,,,,,10,,
2017049,2017-05-01(一),,,,,,,,,9,,,12,,14,,,,,,,,22,,,,,,,,,31,,,,,,,,,5,,,8,,,,
2017050,2017-05-03(三),,,,,,,,,,,,12,,14,,,17,,,20,,,,,,,,28,,,,,,,,,2,,,,6,,,,,,
2017051,2017-05-06(六),,,,,,,,,,,,,,14,,,17,18,,,,22,,,,,,,29,,,,,,,,,,,,,,,,10,11,
2017052,2017-05-08(一),,,3,,,,,,,,,,,,,,,,19,,,,,24,,,,28,,,,,33,,,,,,4,,,,,,,,12
2017053,2017-05-10(三),,,,,,6,,,,,,,,,,,,,19,20,,22,,,,26,,,,,,,,,,1,,,,,,,,,,11,
2017054,2017-05-13(六),,,,,,,,,,,,,,,,16,,,,,,,,,,,,,29,30,,32,33,,,,,,4,5,,,,,,,
2017055,2017-05-15(一),,,,,,,,,,,,,,,,,,,19,20,,22,,,,,,,,30,,,33,,,,,3,,,,,,9,,,
2017056,2017-05-17(三),1,,,4,,,,,,,,,,,,,,,,,,,,24,,,27,,,,,32,,,,,,3,,,,,,,10,,
2017057,2017-05-20(六),,,,,,,,,,,,12,,,,16,,,19,,,,23,24,,,,,,,,,,,,,2,,,5,,,,,,,
2017058,2017-05-22(一),,,,,,,,,,,,,,14,,,,18,,20,21,,,,,,,28,,,,,,,,,,3,,,6,,,,,,
2017059,2017-05-24(三),,,,,,,,8,,,11,,13,,15,,17,,,,,,,,,,,,,,,,,,,,,3,,,,,,,10,,
2017060,2017-05-27(六),,,,,,,,,9,,,,,,15,,,,,20,,,,,,26,,,,,31,,,,,,,,,5,,,,,,,12
2017061,2017-05-29(一),,,,,,,,,,10,,,,,,,,,19,,,,23,,25,,,,,30,,,,,,,2,,4,,,,,,,,
2017062,2017-05-31(三),1,,,4,,6,,8,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,8,,,,12
2017063,2017-06-03(六),,,,,,,,,,,,,,,,,,18,,,21,22,,24,,,,,29,,,,,,,,,,,5,,,,,,11,
2017064,2017-06-05(一),1,,,,,,,8,,,,,,,,,,,,20,,,,,,,27,,,30,,,,,,,,3,4,,,,,,,,
2017065,2017-06-07(三),,,,,5,,,,,,11,12,,,,,,,19,,,,,,,,,28,,,,,,,,,,,,5,,,,,,,12
2017066,2017-06-10(六),,,,,,,,,,,11,,,,15,,,,,,,,23,,,26,,,,30,,,,,,,2,,,,,,,,,11,
2017067,2017-06-12(一),,,,,,,,,,10,,,,,,,17,18,,,,,,,,,,,,,,32,,,35,,,,,,,,,,10,11,
2017068,2017-06-14(三),,,,,,,7,8,,,,,,,,,,,19,,,,,24,,,27,,,,,,,,,,,,,,6,7,,,,,
2017069,2017-06-17(六),,,,,,,,,,10,,,,,,16,,,,20,,,23,,,,,,,,,32,,,,,,,,,,,8,,,11,
2017070,2017-06-19(一),,,,,,6,,,,,,,,,,16,,18,,,,,,,,26,,,,30,,,,,,,2,3,,,,,,,,,
2017071,2017-06-21(三),1,,,4,,,,,,,11,,,14,,,,,,,,,,,,,,,,,,,33,,,,,,,5,,7,,,,,
2017072,2017-06-24(六),1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,32,,34,,,2,,,5,,,,,,,
2017073,2017-06-26(一),,,,,,,7,,,,,,,,,,,18,,,,,,,,,,28,,,31,,33,,,1,2,,,,,,,,,,
2017074,2017-06-28(三),,,,,,,,8,,10,11,,13,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,11,
2017075,2017-07-01(六),,,,,5,,,,,,11,,,,,16,,18,,,,,,,,,,,,,,,,,35,1,,,,,6,,,,,,
2017076,2017-07-03(一),,2,,,,,7,,,,,,,,,,,,,,,,,,25,,,,,30,,,,,35,,,,,,,7,,,,,12
2017077,2017-07-05(三),1,,3,4,,,,,,,,,,,,,,,,,,,,,25,,,,,,31,,,,,,,,,,6,,,9,,,
2017078,2017-07-08(六),,,,4,5,,,,,,,,,,,,,,,,,,,,,,27,,,,31,,,34,,,,3,,,6,,,,,,
2017079,2017-07-10(一),1,,,,,,,,,,,,,,,,17,,19,,,,,,,,,,,,,32,33,,,,2,,,,,,,,,11,
2017080,2017-07-12(三),,,,,,,,8,,10,,,,,,,,,,,21,,,,,,,,,30,31,,,,,,2,,,5,,,,,,,
2017081,2017-07-15(六),,2,,,,,,,,,,12,,,15,,,,,20,,,,,,,,,,,,,,34,,1,,,,,6,,,,,,
2017082,2017-07-17(一),,,,,5,,,,,,,,13,,,,,,,20,21,,,,25,,,,,,,,,,,,,,,,,,8,9,,,
2017083,2017-07-19(三),,2,,,5,,,,,,,,,14,,,,,,,,22,,,,,,,,,,,,34,,,,3,,,,,,9,,,
2017084,2017-07-22(六),,,,,,6,,,,,11,,,14,,,,,,,21,,,,,,,,,,31,,,,,,,,,,,,,9,,,12
2017085,2017-07-24(一),,,,,,,,,9,,,,13,14,,,,,,,,,,,25,,,,,30,,,,,,,2,,,5,,,,,,,
2017086,2017-07-26(三),,,,,,,,,,,,12,,,15,,,18,,,,22,,,,,,,,,31,,,,,1,,,,,,,8,,,,
2017087,2017-07-29(六),,,3,,,,,,,,,,,14,,,,,,,21,,,,,,,,29,,,,,,35,,2,,,,6,,,,,,
2017088,2017-07-31(一),,,,,5,,,,,,,,,,,,,,,,,,,,,,,28,,,31,,,34,35,,,,,,,,8,9,,,
2017089,2017-08-02(三),,,3,,5,6,,,,,,,,,15,,,18,,,,,,,,,,,,,,,,,,,,3,,,,,,,10,,
2017090,2017-08-05(六),,,3,,,6,,,,,,,,,15,,,,,,,22,,,,,,,,,,,,,35,,,,,,,,,9,,11,
2017091,2017-08-07(一),1,,,,5,,7,,,,,,,,,16,,,19,,,,,,,,,,,,,,,,,,,3,,,,,,,,,12
2017092,2017-08-09(三),,,3,,,,7,,9,,,,,,,,17,,,,,,,,,,,,,,,,,34,,,,,4,5,,,,,,,
2017093,2017-08-12(六),,,,,5,6,,,,,,,,,,,17,,,,21,,,,,,,,29,,,,,,,,2,,4,,,,,,,,
2017094,2017-08-14(一),,,3,,5,,,8,,,,,,,,,,,,,,,,,,,,,29,,,,33,,,,,,4,,,,8,,,,
2017095,2017-08-16(三),,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,32,33,34,35,,,3,,,,,,,,,12
2017096,2017-08-19(六),,,3,,,,7,,9,,,,,,,,17,,,,,,,,,,,28,,,,,,,,,,,4,,,,,,,,12
2017097,2017-08-21(一),,,,,,,7,,,,,,,14,,,,,19,,,22,,,,,,,,,,,,34,,,,,,,,7,,,,,12
2017098,2017-08-23(三),,,,,,6,,,9,,,,,,,,17,,,,,,,,,,,,,30,,,,,35,,,,,,,,,,10,11,
2017099,2017-08-26(六),,,,,,,,8,9,,,,,,,,17,18,,,,,,24,,,,,,,,,,,,,,3,,,,7,,,,,
2017100,2017-08-28(一),,2,,,5,,,,,,,,,,,,,18,19,,,,,,,,,,,,31,,,,,1,,,,,,,,9,,,
2017101,2017-08-30(三),,,,,5,,,,,,,,,,15,,,,,,21,,,,25,,,,29,,,,,,,,,,,5,,,8,,,,
2017102,2017-09-02(六),1,,,,,,,,,,,12,,,,,,,,,,,23,24,,,,,29,,,,,,,,,,,,,,8,,,,12
2017103,2017-09-04(一),,,,4,,,,,,,,,,,,,,,19,20,,,,24,,,,,29,,,,,,,,,3,4,,,,,,,,
2017104,2017-09-06(三),,,,,,,,,9,,11,,,,,,,,,,,22,,,,,27,,,30,,,,,,,,,,,,,,9,,11,
2017105,2017-09-09(六),,,,4,,,,,,,,,,,15,,,,,,,22,,24,,,,,,,,32,,,,,2,,,,,,,9,,,
2017106,2017-09-11(一),,,,,,,,,9,,,12,,,,,,18,,,,,23,,,,,,29,,,,,,,,2,,4,,,,,,,,
2017107,2017-09-13(三),,,,4,,,,,,10,,,,,,,,,19,,,,,,25,,27,,,,,,,,,,,,,,6,,,,,,12
2017108,2017-09-16(六),1,,,4,,,,,,,,,,,15,,,,,,21,22,,,,,,,,,,,,,,,,,4,,,,,9,,,
2017109,2017-09-18(一),,,,,,6,,,9,,,,,,,,,,19,,,,,,,26,,,,,,,,34,,,,,,5,,7,,,,,
2017110,2017-09-20(三),,,,,,,,,,10,,,,14,,,,,,20,21,,,,,,,,,,,,,,35,,2,,,5,,,,,,,
